City,Floor,Rooms,Sqm,District,Broker,Currency,HTML_ID,Agency,Type,Source,nFloor,Price,ID,Price_USD,price_per_sqm
Երևան,4.0,2.0,64.0,արաբկիր,գործակալ,$,95,1.0,Պանելային,my_realty,9.0,65000.0,90158.0,65000.0,1015.62
Երևան,2.0,3.0,84.0,մալաթիա_սեբաստիա,գործակալ,$,96,1.0,Պանելային,my_realty,14.0,65000.0,90188.0,65000.0,773.81
Երևան,10.0,4.0,95.0,արաբկիր,գործակալ,$,97,1.0,Մոնոլիտ,my_realty,14.0,95000.0,90948.0,95000.0,1000.0
Երևան,13.0,3.0,96.0,կենտրոն,գործակալ,$,98,1.0,Պանելային,my_realty,14.0,75000.0,80036.0,75000.0,781.25
Երևան,6.0,2.0,65.0,մալաթիա_սեբաստիա,գործակալ,$,99,1.0,Պանելային,my_realty,9.0,44000.0,84174.0,44000.0,676.92
Երևան,11.0,4.0,100.0,աջափնյակ,գործակալ,$,100,1.0,Այլ,my_realty,16.0,55000.0,78799.0,55000.0,550.0
Երևան,9.0,3.0,78.0,մալաթիա_սեբաստիա,գործակալ,$,101,1.0,Այլ,my_realty,9.0,51000.0,88758.0,51000.0,653.85
Երևան,10.0,2.0,54.0,արաբկիր,գործակալ,$,102,1.0,Մոնոլիտ,my_realty,16.0,85000.0,88751.0,85000.0,1574.07
Երևան,2.0,3.0,87.0,արաբկիր,գործակալ,$,103,1.0,Մոնոլիտ,my_realty,4.0,115000.0,88747.0,115000.0,1321.84
Երևան,4.0,3.0,75.0,արաբկիր,գործակալ,$,104,1.0,Այլ,my_realty,5.0,75000.0,77617.0,75000.0,1000.0
Երևան,5.0,4.0,91.0,քանաքեռ_զեյթուն,գործակալ,$,105,1.0,Այլ,my_realty,9.0,56000.0,77633.0,56000.0,615.38
Երևան,1.0,3.0,78.0,կենտրոն,գործակալ,$,106,1.0,Պանելային,my_realty,9.0,77000.0,75624.0,77000.0,987.18
Երևան,7.0,3.0,100.0,աջափնյակ,գործակալ,$,107,1.0,Այլ,my_realty,14.0,55000.0,78020.0,55000.0,550.0
Երևան,15.0,3.0,142.0,նոր_նորք,գործակալ,$,108,1.0,Մոնոլիտ,my_realty,16.0,210000.0,62773.0,210000.0,1478.87
Երևան,1.0,2.0,70.0,էրեբունի,գործակալ,$,109,1.0,Քարե,my_realty,5.0,45000.0,73302.0,45000.0,642.86
Երևան,2.0,2.0,45.0,էրեբունի,գործակալ,$,110,1.0,Քարե,my_realty,2.0,29000.0,81332.0,29000.0,644.44
Երևան,10.0,1.0,150.0,նոր_նորք,գործակալ,$,111,1.0,Պանելային,my_realty,16.0,180000.0,89382.0,180000.0,1200.0
Երևան,10.0,3.0,135.0,արաբկիր,գործակալ,$,112,1.0,Պանելային,my_realty,11.0,235000.0,75007.0,235000.0,1740.74
Երևան,1.0,2.0,67.0,էրեբունի,գործակալ,$,113,1.0,Պանելային,my_realty,9.0,58000.0,73296.0,58000.0,865.67
Երևան,2.0,3.0,76.0,մալաթիա_սեբաստիա,գործակալ,$,114,1.0,Պանելային,my_realty,9.0,75000.0,70294.0,75000.0,986.84
Երևան,1.0,3.0,74.0,քանաքեռ_զեյթուն,գործակալ,$,115,1.0,Պանելային,my_realty,9.0,50000.0,70042.0,50000.0,675.68
Երևան,2.0,2.0,60.0,մալաթիա_սեբաստիա,գործակալ,$,116,1.0,Այլ,my_realty,9.0,45000.0,89615.0,45000.0,750.0
Երևան,3.0,3.0,76.0,քանաքեռ_զեյթուն,գործակալ,$,117,1.0,Այլ,my_realty,5.0,56000.0,89613.0,56000.0,736.84
Երևան,8.0,1.0,54.0,նոր_նորք,գործակալ,$,118,1.0,Պանելային,my_realty,9.0,35000.0,91540.0,35000.0,648.15
Երևան,6.0,3.0,85.0,կենտրոն,գործակալ,$,119,1.0,Այլ,my_realty,10.0,120000.0,89273.0,120000.0,1411.76
Երևան,5.0,2.0,50.0,արաբկիր,գործակալ,$,121,1.0,Այլ,my_realty,9.0,62000.0,85708.0,62000.0,1240.0
Երևան,5.0,2.0,72.0,նոր_նորք,գործակալ,$,122,1.0,Այլ,my_realty,14.0,45000.0,85723.0,45000.0,625.0
Երևան,3.0,4.0,136.0,արաբկիր,գործակալ,$,123,1.0,Պանելային,my_realty,13.0,152000.0,74776.0,152000.0,1117.65
Երևան,3.0,4.0,96.0,մալաթիա_սեբաստիա,գործակալ,$,124,1.0,Պանելային,my_realty,9.0,58000.0,79549.0,58000.0,604.17
Երևան,9.0,3.0,90.0,կենտրոն,գործակալ,$,125,1.0,Պանելային,my_realty,11.0,110000.0,73052.0,110000.0,1222.22
Երևան,4.0,4.0,133.0,արաբկիր,գործակալ,$,126,1.0,Մոնոլիտ,my_realty,14.0,230000.0,74931.0,230000.0,1729.32
Երևան,1.0,4.0,108.0,արաբկիր,գործակալ,$,127,1.0,Մոնոլիտ,my_realty,3.0,150000.0,83337.0,150000.0,1388.89
Երևան,4.0,3.0,97.0,կենտրոն,գործակալ,$,128,1.0,Այլ,my_realty,4.0,151000.0,85021.0,151000.0,1556.7
Երևան,4.0,2.0,56.0,արաբկիր,գործակալ,$,129,1.0,Քարե,my_realty,5.0,75000.0,60328.0,75000.0,1339.29
Երևան,4.0,1.0,25.0,շենգավիթ,գործակալ,$,130,1.0,Քարե,my_realty,6.0,21000.0,52991.0,21000.0,840.0
Երևան,1.0,2.0,57.0,արաբկիր,գործակալ,$,131,1.0,Այլ,my_realty,5.0,75000.0,77874.0,75000.0,1315.79
Երևան,2.0,3.0,114.0,կենտրոն,գործակալ,$,132,1.0,Մոնոլիտ,my_realty,4.0,270000.0,80275.0,270000.0,2368.42
Երևան,7.0,2.0,90.0,կենտրոն,գործակալ,$,133,1.0,Այլ,my_realty,7.0,175000.0,82999.0,175000.0,1944.44
Երևան,8.0,3.0,63.0,նոր_նորք,գործակալ,$,134,1.0,Պանելային,my_realty,12.0,48000.0,88460.0,48000.0,761.9
Երևան,2.0,3.0,72.0,քանաքեռ_զեյթուն,գործակալ,$,135,1.0,Քարե,my_realty,2.0,54000.0,88487.0,54000.0,750.0
Երևան,1.0,5.0,150.0,մալաթիա_սեբաստիա,գործակալ,$,136,1.0,Պանելային,my_realty,9.0,90000.0,88516.0,90000.0,600.0
Երևան,4.0,4.0,80.0,մալաթիա_սեբաստիա,գործակալ,$,137,1.0,Պանելային,my_realty,9.0,55000.0,88520.0,55000.0,687.5
Երևան,11.0,3.0,180.0,արաբկիր,գործակալ,$,138,1.0,Մոնոլիտ,my_realty,14.0,206000.0,88523.0,206000.0,1144.44
Երևան,6.0,3.0,76.0,արաբկիր,գործակալ,$,139,1.0,Պանելային,my_realty,7.0,68000.0,88543.0,68000.0,894.74
Երևան,2.0,1.0,35.0,արաբկիր,գործակալ,$,140,1.0,Քարե,my_realty,5.0,65000.0,88555.0,65000.0,1857.14
Երևան,2.0,1.0,31.0,մալաթիա_սեբաստիա,գործակալ,$,141,1.0,Քարե,my_realty,4.0,33000.0,88603.0,33000.0,1064.52
Երևան,5.0,2.0,68.0,աջափնյակ,գործակալ,$,142,1.0,Մոնոլիտ,my_realty,12.0,70000.0,88604.0,70000.0,1029.41
Երևան,7.0,3.0,77.0,դավթաշեն,գործակալ,$,143,1.0,Մոնոլիտ,my_realty,11.0,118000.0,73917.0,118000.0,1532.47
Երևան,12.0,3.0,95.0,մալաթիա_սեբաստիա,գործակալ,$,144,1.0,Պանելային,my_realty,14.0,62000.0,88384.0,62000.0,652.63
Երևան,6.0,4.0,72.0,մալաթիա_սեբաստիա,գործակալ,$,145,1.0,Մոնոլիտ,my_realty,10.0,54000.0,86954.0,54000.0,750.0
Երևան,5.0,3.0,60.0,շենգավիթ,գործակալ,$,146,1.0,Քարե,my_realty,5.0,53000.0,93488.0,53000.0,883.33
Երևան,4.0,3.0,72.0,կենտրոն,գործակալ,$,147,1.0,Պանելային,my_realty,9.0,133000.0,88991.0,133000.0,1847.22
Երևան,3.0,2.0,70.0,քանաքեռ_զեյթուն,գործակալություն,$,148,1.0,Մոնոլիտ,my_realty,14.0,77000.0,73155.0,77000.0,1100.0
Երևան,8.0,2.0,49.0,կենտրոն,գործակալ,$,149,1.0,Այլ,my_realty,12.0,61000.0,93486.0,61000.0,1244.9
Երևան,2.0,3.0,93.0,կենտրոն,գործակալություն,$,150,1.0,Մոնոլիտ,my_realty,9.0,165000.0,53123.0,165000.0,1774.19
Երևան,4.0,6.0,224.0,կենտրոն,գործակալություն,$,151,1.0,Քարե,my_realty,6.0,179000.0,53699.0,179000.0,799.11
Երևան,3.0,3.0,170.0,աջափնյակ,գործակալություն,$,152,1.0,Քարե,my_realty,4.0,77000.0,53853.0,77000.0,452.94
Երևան,5.0,4.0,97.0,կենտրոն,գործակալություն,$,153,1.0,Քարե,my_realty,5.0,170000.0,54272.0,170000.0,1752.58
Երևան,7.0,3.0,79.0,դավթաշեն,գործակալություն,$,154,1.0,Պանելային,my_realty,9.0,92000.0,54102.0,92000.0,1164.56
Երևան,3.0,3.0,124.0,կենտրոն,գործակալություն,$,155,1.0,Քարե,my_realty,4.0,183500.0,54334.0,183500.0,1479.84
Երևան,5.0,7.0,145.0,նոր_նորք,գործակալ,$,156,1.0,Այլ,my_realty,5.0,120000.0,93485.0,120000.0,827.59
Երևան,2.0,3.0,90.0,կենտրոն,գործակալություն,$,157,1.0,Մոնոլիտ,my_realty,9.0,163000.0,56411.0,163000.0,1811.11
Երևան,1.0,2.0,52.0,կենտրոն,գործակալություն,$,158,1.0,Քարե,my_realty,5.0,145000.0,55725.0,145000.0,2788.46
Երևան,5.0,3.0,100.0,կենտրոն,գործակալություն,$,159,1.0,Մոնոլիտ,my_realty,12.0,200000.0,55589.0,200000.0,2000.0
Երևան,1.0,4.0,140.0,կենտրոն,գործակալություն,$,160,1.0,Քարե,my_realty,4.0,155000.0,55545.0,155000.0,1107.14
Երևան,5.0,3.0,100.0,կենտրոն,գործակալություն,$,161,1.0,Պանելային,my_realty,9.0,123000.0,55209.0,123000.0,1230.0
Երևան,1.0,3.0,70.0,աջափնյակ,գործակալություն,$,162,1.0,Քարե,my_realty,3.0,82000.0,55208.0,82000.0,1171.43
Երևան,5.0,3.0,90.0,կենտրոն,գործակալություն,$,163,1.0,Պանելային,my_realty,5.0,155000.0,55041.0,155000.0,1722.22
Երևան,5.0,3.0,95.0,կենտրոն,գործակալություն,$,164,1.0,Մոնոլիտ,my_realty,14.0,122000.0,54904.0,122000.0,1284.21
Երևան,4.0,3.0,82.0,կենտրոն,գործակալություն,$,165,1.0,Պանելային,my_realty,16.0,120000.0,54849.0,120000.0,1463.41
Երևան,10.0,3.0,92.0,կենտրոն,գործակալություն,$,166,1.0,Մոնոլիտ,my_realty,12.0,250000.0,93483.0,250000.0,2717.39
Երևան,7.0,4.0,150.0,կենտրոն,գործակալություն,$,167,1.0,Քարե,my_realty,7.0,117000.0,93482.0,117000.0,780.0
Երևան,9.0,3.0,90.0,դավթաշեն,գործակալ,$,168,1.0,Մոնոլիտ,my_realty,11.0,87000.0,93484.0,87000.0,966.67
Երևան,1.0,3.0,74.0,արաբկիր,գործակալություն,$,169,1.0,Պանելային,my_realty,9.0,75000.0,93481.0,75000.0,1013.51
Երևան,7.0,4.0,132.0,արաբկիր,գործակալություն,$,170,1.0,Քարե,my_realty,7.0,162000.0,93480.0,162000.0,1227.27
Երևան,1.0,2.0,42.0,նոր_նորք,գործակալ,$,171,1.0,Պանելային,my_realty,9.0,39000.0,93479.0,39000.0,928.57
Երևան,8.0,3.0,70.0,նոր_նորք,գործակալություն,$,172,1.0,Մոնոլիտ,my_realty,8.0,83000.0,93475.0,83000.0,1185.71
Երևան,8.0,3.0,70.0,նոր_նորք,գործակալություն,$,173,1.0,Մոնոլիտ,my_realty,8.0,78000.0,93473.0,78000.0,1114.29
Երևան,8.0,4.0,104.0,աջափնյակ,գործակալություն,$,174,1.0,Պանելային,my_realty,9.0,92000.0,62014.0,92000.0,884.62
Երևան,3.0,2.0,76.0,կենտրոն,գործակալություն,$,175,1.0,Քարե,my_realty,3.0,105000.0,62866.0,105000.0,1381.58
Երևան,1.0,4.0,118.0,դավթաշեն,գործակալություն,$,176,1.0,Պանելային,my_realty,9.0,100000.0,69719.0,100000.0,847.46
Երևան,2.0,5.0,94.0,աջափնյակ,գործակալություն,$,177,1.0,Քարե,my_realty,5.0,85000.0,72516.0,85000.0,904.26
Երևան,3.0,3.0,120.0,աջափնյակ,գործակալություն,$,178,1.0,Պանելային,my_realty,10.0,85000.0,76320.0,85000.0,708.33
Երևան,1.0,3.0,81.0,կենտրոն,գործակալություն,$,179,1.0,Պանելային,my_realty,9.0,82000.0,75921.0,82000.0,1012.35
Երևան,8.0,3.0,70.0,նոր_նորք,գործակալություն,$,180,1.0,Մոնոլիտ,my_realty,8.0,77000.0,93466.0,77000.0,1100.0
Երևան,7.0,3.0,76.0,նոր_նորք,գործակալություն,$,181,1.0,Մոնոլիտ,my_realty,8.0,85000.0,93465.0,85000.0,1118.42
Երևան,3.0,4.0,105.0,կենտրոն,գործակալ,$,182,1.0,Մոնոլիտ,my_realty,14.0,110000.0,88996.0,110000.0,1047.62
Երևան,14.0,2.0,49.0,կենտրոն,գործակալություն,$,183,1.0,Մոնոլիտ,my_realty,14.0,73000.0,90463.0,73000.0,1489.8
Երևան,14.0,3.0,70.0,արաբկիր,գործակալություն,$,184,1.0,Մոնոլիտ,my_realty,17.0,117000.0,89256.0,117000.0,1671.43
Երևան,2.0,3.0,82.0,կենտրոն,գործակալություն,$,185,1.0,Պանելային,my_realty,9.0,140000.0,88969.0,140000.0,1707.32
